model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth,error_type
GPT-5.2,openai,Zooniverse,1,ZO-045,Unambiguous,Violation,detect moving and transient objects,"“Transient” is undefined (timescale/criteria) and detection output expectations are unclear, allowing different interpretations.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-046,Unambiguous,Violation,remove background noise and distracting sounds,"“Background noise” and especially “distracting sounds” are subjective/undefined, leading to materially different filtering requirements.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-047,Unambiguous,Violation,group whale calls that are similar,"“Similar” is undefined (frequency patterns, call type, duration, species), enabling different grouping criteria.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-048,Unambiguous,Violation,identify the number of whales heard in a single audio file,"“Number of whales heard” is ambiguous (distinct individuals vs simultaneous callers; handling repeats/overlap), leading to different interpretations.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-049,Unambiguous,Violation,know when I should interrupt a volunteer,"“Should interrupt” lacks criteria and “interrupt” could mean different interventions (popup, message, task stop), creating ambiguity.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-050,Unambiguous,Violation,"interrupt a volunteer with text, an image, or a video",Still ambiguous because “interrupt” conditions are unspecified and the choice logic among modalities is not defined.,"[""ZO-049""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-051,Unambiguous,Violation,know when I should educate a volunteer,"“Should educate” is undefined (triggers, thresholds, goals), allowing materially different interpretations.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-052,Unambiguous,Violation,"educate a volunteer with text, an image, or a video",Ambiguous because the decision criteria for modality selection and what counts as “educate” are not specified.,"[""ZO-051""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-055,Unambiguous,Violation,when Zoonibot should comment on a subject,"“Should comment” lacks triggering criteria and “subject” is unclear, allowing multiple interpretations.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-056,Unambiguous,Violation,when Zoonibot should give an explanation,"“Should give an explanation” is underspecified (what triggers; what constitutes an explanation), leading to different requirements.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-058,Unambiguous,Violation,group subjects by similarity,"“Subjects” and “similarity” are undefined (which subject type; similarity features/metric), allowing different interpretations.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-059,Unambiguous,Violation,recommend different projects to volunteers based on their previous experiences,"“Previous experiences” is ambiguous (projects joined, tasks completed, performance, interests), leading to different recommendation logic.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-005,Uniform,No Violation,"As a user, I want to search and discover music by exploiting enriched metadata and image tags, so that I find related artists, new genre, or other relevant listening path.",Uses the dominant template; optional 'so that' clause is common and does not deviate materially.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-016,Uniform,No Violation,"As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.","Follows the dominant 'As a..., I want to...' template with an optional 'so that' clause.",[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-060,Uniform,No Violation,"As an admin, I want to see a summary of articles, so that I reuse them.","Conforms to the dominant 'As a <role>, I want to <goal>' template with an optional 'so that' clause.",[],High,Violation,FN
GPT-5.2,openai,Zooniverse,2,ZO-002,Atomic,Violation,search and discover music based on my profile,Combines search and discovery as separable features even if driven by the same profile signal.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-003,Atomic,Violation,search and discover music based on other users similar to myself,Includes two features (search + discovery) that could be implemented/tested/prioritized separately.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-005,Atomic,Violation,search and discover music by exploiting enriched metadata and image tags,Search and discovery are distinct features; using metadata/image tags is an implementation approach but the two user-facing capabilities remain separable.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-036,Atomic,Violation,perform automatic segmentation or localization of plankton,Segmentation and localization are distinct capabilities that can be implemented/tested separately (even if related).,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-038,Atomic,Violation,perform automatic detection of plankton size or orientation,Size detection and orientation detection are separable features (could be delivered independently).,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-040,Atomic,Violation,perform automatic worm motion analysis to reduce video duration,"Combines motion analysis with a separate feature/goal of reducing video duration (e.g., trimming/summarization) which could be implemented separately.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-045,Atomic,Violation,detect moving and transient objects in the images,Moving-object detection and transient-object detection are separable features.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-046,Atomic,Violation,remove background noise and distracting sounds from the audio files,Background-noise removal and removal of distracting sounds can be implemented/tested separately.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-050,Atomic,Violation,"know whether I should interrupt a volunteer with text, an image, or a video","Combines the interruption decision with selecting the interruption modality (text/image/video), which can be treated as a separate feature.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-052,Atomic,Violation,"know whether I should educate a volunteer with text, an image, or a video","Combines deciding to educate with choosing the education modality, which are separable features.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-002,Complete,Violation,search and discover music based on my profile,"Requires existence of a user profile and profile management (create/update) to be usable, but the backlog contains no story to create/manage user profiles.","[""ZO-003"", ""ZO-010""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-003,Complete,Violation,based on other users similar to myself,Similarity-based discovery presupposes user profiles and/or user preference data. No complementary story exists for creating/maintaining profiles or collecting preference signals.,"[""ZO-002"", ""ZO-010""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-007,Complete,Violation,view thumbnail sequences of video segments,"Viewing 'video segments' implies segmentation exists. The backlog has admin validation/edit of segmentation (ZO-019) but no story to create/perform initial segmentation, leaving a crucial complementary capability missing.","[""ZO-019"", ""ZO-008"", ""ZO-009""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-008,Complete,Violation,get info about similar video items and segments,"Depends on existence of segments and similarity computation. Segments lack an explicit creation story (only validate/edit exists in ZO-019), indicating a missing complementary capability.","[""ZO-007"", ""ZO-009"", ""ZO-019""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-009,Complete,Violation,get info about perceptually similar video items and segments,"Like ZO-008, it presupposes segment availability; backlog lacks a story for generating segmentation (only validation/edit in ZO-019).","[""ZO-007"", ""ZO-008"", ""ZO-019""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-010,Complete,Violation,receive content recommendations from similar profiles,"Recommendations from 'similar profiles' require user profiles and preference data creation/maintenance, which is not covered by any story in the backlog.","[""ZO-002"", ""ZO-003""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-011,Complete,Violation,recommendations based on most relevant news events in my area,Requires determining the user's area/location and ingesting/maintaining 'news events' data. No complementary story exists for capturing user location/preferences or sourcing/maintaining news events.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-017,Complete,Violation,access content using a geographical map and be informed if there are videos covering the area,Requires geotagging/associating videos with locations and map/location services. The backlog lacks a complementary story to capture/store location metadata for videos or manage POIs/coverage data.,"[""ZO-006""]",Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-019,Complete,Violation,"see, validate and edit segmentation of videos","Validation/editing presupposes segmentation exists. No story covers generating/creating the initial segmentation, leaving a crucial complementary capability missing.","[""ZO-007"", ""ZO-008"", ""ZO-009""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,2,ZO-027,Complete,Violation,"based on automated analysis, citizen annotations, and comments on Talk",Depends on existence of 'Talk' comments and citizen annotations capture. The backlog lacks stories enabling volunteers to annotate/classify and to comment on Talk (creation of those inputs).,"[""ZO-028"", ""ZO-054"", ""ZO-055"", ""ZO-056"", ""ZO-057""]",High,No Violation,FP
