model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth
GPT-5.2,openai,BADCamp,3,BC-061,Unambiguous,Violation,edit my session,"Ambiguous what parts of a session are editable and under what conditions (before/after submission, after acceptance).","[""BC-063""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-063,Unambiguous,No Violation,submit a session at BADCAMP,Submitting a session for evaluation is a clear intent with a single primary interpretation.,"[""BC-062""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-064,Unambiguous,Violation,personalize my sponsorship page,"“Personalize” is vague and can mean materially different capabilities (edit text, upload logo, change layout/colors, add links/media).",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-068,Unambiguous,No Violation,fill out a user registration form,"Completing a registration form to create an account is a clear, single interpretation requirement.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-062,Unique,Violation,register to speak at BADCamp... submit a session,Substantially the same requirement as BC-063 (submit a session at BADCAMP) with no meaningful difference in goal; both are about session submission.,"[""BC-063""]",High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-063,Unique,Violation,submit a session at BADCAMP,Duplicates BC-062 which also expresses submitting a session/registering to speak.,"[""BC-062""]",High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-015,Atomic,Violation,dedicated page for each class ... information must be shown ... URL path should be SEO friendly,Combines (1) class detail page with specific displayed fields and (2) SEO-friendly URL requirement; these can be implemented/tested separately.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-016,Atomic,No Violation,training options clearly marked for the following information: ...,Single feature: a training options listing page with specified displayed attributes/links.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-023,Atomic,Violation,identify myself as and pay for a $350 company sponsorship,Combines identification/association with company sponsorship and payment processing; these are separable features.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-024,Atomic,Violation,create and maintain venues,Creation and maintenance (update/delete) are multiple independently implementable capabilities.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-028,Atomic,No Violation,"assign sponsors to events, trainings and summits",Single feature: sponsor assignment to content types (enumeration of targets).,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-030,Atomic,Violation,Enter payment information and have my card charged,Two separable steps/features: capturing payment info and charging the card.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-046,Atomic,Violation,"see specific details on summits ... register for the event, and get day-of knowledge to help me get to the location",Combines summit details viewing with registration and with day-of/location guidance; multiple independently implementable features.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-020,Complete,Violation,refund sponsorship money that was processed via stripe,"Refunding presumes a Stripe payment processing flow for sponsorships; backlog includes paying for sponsorships but does not explicitly cover capturing/recording Stripe charge identifiers needed for refunds (i.e., end-to-end payment-to-refund lifecycle).","[""BC-030"", ""BC-027"", ""BC-023"", ""BC-021""]",Low,Uncertain
GPT-5.2,openai,BADCamp,4,BC-059,Complete,No Violation,receive a notification when sessions have been evaluated,"Backlog includes session submission and acceptance/evaluation actions, providing the triggering events for notifications.","[""BC-063"", ""BC-058"", ""BC-057""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-003,Conceptually sound,Violation,"email all the trainers at once from the website for info and updates, so that It is easier to use",End ('it is easier to use') is not a clear rationale tied to the emailing feature; it is vague and does not explain the value of the means.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-007,Conceptually sound,No Violation,"have an admin view that helps track registration status for each attendee ... so that we can see if attendend, refunded, no show",Means is a feature (admin view for tracking status); end explains why (see attendance/refund/no-show status).,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-015,Conceptually sound,No Violation,"have a dedicated page for each class ... so that I can choose the right class, AND the trainer can tweet and promote their class",Means is a feature (dedicated class page with details); ends are rationales (choose right class; enable promotion).,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-017,Conceptually sound,No Violation,have a training landing page ... so that I can shop for training all with one page and we can have a call for trainings for selection,Means is a feature (landing page with intro/list/call); ends express rationale (shop easily; support call for trainings).,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-059,Conceptually sound,No Violation,"receive a notification when sessions have been evaluated, so that I know whether I've been accepted or rejected",Means is a feature (evaluation notification); end is a rationale (know outcome).,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-006,Estimatable,No Violation,limit to one registration per day per authenticated user,A specific business rule/constraint that is implementable and estimable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-009,Estimatable,No Violation,must accept the cancellation terms with a checkbox,A simple UI/validation requirement that is easy to estimate.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-012,Estimatable,No Violation,see which trainings I have signed up for,A clear retrieval/listing of the user’s registrations; bounded and estimable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-018,Estimatable,No Violation,link on the home page to a list of training options,Simple navigation/link addition; clearly scoped.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-023,Estimatable,No Violation,identify myself as and pay for a $350 company sponsorship,A specific sponsorship purchase flow at a fixed level is estimable.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-024,Estimatable,Violation,create and maintain venues,"“Create and maintain” is coarse-grained (could include CRUD, validation, maps, hours, relationships, permissions), making estimation difficult.","[""BC-025""]",High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-025,Estimatable,No Violation,view venue details ... and see the events happening there,A venue detail page plus associated events listing is a bounded UI feature.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-028,Estimatable,No Violation,"assign sponsors to events, trainings and summits",A clear association/assignment feature; estimable.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-030,Estimatable,No Violation,Enter payment information and have my card charged,A standard payment capture/charge capability; estimable at feature level.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-033,Estimatable,No Violation,sign up for the BADCamp newsletter,A clear subscription action; estimable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-037,Estimatable,Violation,sponsor a summit that matches my brand,"“Matches my brand” is vague and could imply complex matching/recommendation, filtering, or manual selection; scope is unclear for estimation.",[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-039,Estimatable,Violation,get detailed directions to the summit venue,"“Detailed directions” is underspecified (embedded map, step-by-step routing, transit options, accessibility), making estimation difficult.",[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-041,Estimatable,No Violation,see a list of attendees signed up for my summit,A specific list/report for a summit coordinator; bounded and estimable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-043,Estimatable,No Violation,list sponsors for my summit,A defined listing/association display; estimable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-044,Estimatable,No Violation,list an agenda for my summit,Agenda content management/display is a bounded capability.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-045,Estimatable,No Violation,see how many seats are left for the summit,A specific computed/displayed value; bounded and estimable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-049,Estimatable,Violation,use a WYSIWYG editor for all long-form content,"“All long-form content” is broad across the system (which content types, roles, configurations, migrations), making estimation difficult.",[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-050,Estimatable,No Violation,Link to my sponsorship profile from my job listings,A specific linking requirement between job listings and sponsor profile; bounded and estimable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-052,Estimatable,No Violation,post a job,"Job posting creation is a standard, bounded feature.",[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-057,Estimatable,No Violation,bulk approve sessions as accepted,A specific admin bulk action; bounded and estimable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-058,Estimatable,No Violation,mark a session as accepted,A specific state change action; bounded and estimable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-061,Estimatable,No Violation,edit my session,Editing an existing session submission is a bounded CRUD feature.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-063,Estimatable,No Violation,submit a session at BADCAMP,A bounded submission action; estimable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-064,Estimatable,Violation,personalize my sponsorship page,"“Personalize” is vague and could include many degrees of customization (layout, content blocks, branding, media), making estimation difficult.",[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-068,Estimatable,No Violation,fill out a user registration form,"User account registration is a standard, bounded feature.",[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-013,Full sentence,Violation,"..., that shows all attendee information Trainers can see all class attendance at first because there are so little trainers ...","Run-on/missing punctuation creates malformed structure (two sentences fused without proper separation), so it does not read as a single well-formed full sentence.",[],High,Uncertain
GPT-5.2,openai,BADCamp,4,BC-016,Full sentence,No Violation,"As a anonymoususer, I want to have the training options clearly marked for the following information: ... so that I can shop for training all with one page AND find their class on on one page.",Reads as a complete sentence; the colon introduces a list but the overall sentence remains grammatically complete.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,4,BC-059,Full sentence,No Violation,"As a anonymoususer, I want to receive a notification when sessions have been evaluated, so that I know whether I've been accepted or rejected.",Complete sentence.,[],High,Uncertain
