story_id,project,user_story,qus_dimension,qus_criterion,decision,evidence,rationale,context_used,related_story_ids,notes
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Syntactic,Minimal,Violation,"know whether I should interrupt a volunteer with text, an image, or a video","The story incorporates solution, interface, technology, format, field, or constraint details that exceed the minimal description of the stakeholder need.",Story only,,
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Semantic,Problem-oriented,Violation,"know whether I should interrupt a volunteer with text, an image, or a video","The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Pragmatic,Independent,No Violation,,,Story + Backlog,ZO-049,
ZO-050,Zooniverse,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Syntactic,Minimal,No Violation,,,Story only,,
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Semantic,Problem-oriented,No Violation,,,Story only,,Requer consenso sobre o nível aceitável de prescrição de solução.
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-051,Zooniverse,"As a Zooniverse admin, I want to know when I should educate a volunteer.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Syntactic,Minimal,Violation,"know whether I should educate a volunteer with text, an image, or a video","The story incorporates solution, interface, technology, format, field, or constraint details that exceed the minimal description of the stakeholder need.",Story only,,
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Semantic,Problem-oriented,Violation,"know whether I should educate a volunteer with text, an image, or a video","The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Pragmatic,Independent,No Violation,,,Story + Backlog,ZO-051,
ZO-052,Zooniverse,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-053,Zooniverse,"As a Zooniverse admin,I want to know which piece of education I should give to a volunteer.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-053,Zooniverse,"As a Zooniverse admin,I want to know which piece of education I should give to a volunteer.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-053,Zooniverse,"As a Zooniverse admin,I want to know which piece of education I should give to a volunteer.",Syntactic,Minimal,No Violation,,,Story only,,
ZO-053,Zooniverse,"As a Zooniverse admin,I want to know which piece of education I should give to a volunteer.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-053,Zooniverse,"As a Zooniverse admin,I want to know which piece of education I should give to a volunteer.",Semantic,Problem-oriented,No Violation,,,Story only,,Requer consenso sobre o nível aceitável de prescrição de solução.
ZO-053,Zooniverse,"As a Zooniverse admin,I want to know which piece of education I should give to a volunteer.",Semantic,Unambiguous,Violation,know which piece of education I should give to a volunteer,"The highlighted wording leaves a key term, scope, reference, or expected behavior open to materially different interpretations.",Story only,,
ZO-053,Zooniverse,"As a Zooniverse admin,I want to know which piece of education I should give to a volunteer.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-053,Zooniverse,"As a Zooniverse admin,I want to know which piece of education I should give to a volunteer.",Pragmatic,Full sentence,No Violation,,,Story only,,
